Outcome,Patch,Blue1,Blue2,Blue3,Blue4,Blue5,Red1,Red2,Red3,Red4,Red5
0,12.03,OrnnTop,GravesJungle,AhriMid,ZeriBot,LuluSupport,GnarTop,QiyanaJungle,ZileanMid,ApheliosBot,ThreshSupport
1,12.03,JayceTop,Xin ZhaoJungle,Twisted FateMid,ApheliosBot,LeonaSupport,IreliaTop,Jarvan IVJungle,SyndraMid,Miss FortuneBot,RakanSupport
1,12.03,GwenTop,Lee SinJungle,ZoeMid,ApheliosBot,LeonaSupport,GravesTop,ViegoJungle,RyzeMid,JinxBot,BraumSupport
0,12.03,GwenTop,PoppyJungle,RyzeMid,ZeriBot,AlistarSupport,JayceTop,Lee SinJungle,SyndraMid,JinxBot,NautilusSupport
1,12.03,GravesTop,DianaJungle,OriannaMid,JinxBot,NautilusSupport,FioraTop,Lee SinJungle,RyzeMid,ApheliosBot,Tahm KenchSupport
1,12.03,GravesTop,Lee SinJungle,AkaliMid,JhinBot,AlistarSupport,JayceTop,DianaJungle,RenektonMid,VarusBot,LeonaSupport
0,12.03,GragasTop,Rek'SaiJungle,RyzeMid,JinxBot,LeonaSupport,GravesTop,Lee SinJungle,LeBlancMid,CaitlynBot,MorganaSupport
1,12.02,KennenTop,Lee SinJungle,RyzeMid,JinxBot,NautilusSupport,GravesTop,Xin ZhaoJungle,OriannaMid,ApheliosBot,LeonaSupport
1,12.02,RenektonTop,Lee SinJungle,GalioMid,ApheliosBot,NautilusSupport,OrnnTop,HecarimJungle,RyzeMid,JinxBot,LeonaSupport
1,12.03,GwenTop,ViegoJungle,SyndraMid,JinxBot,NautilusSupport,GravesTop,Lee SinJungle,ZoeMid,JhinBot,LeonaSupport
0,12.02,OrnnTop,ViegoJungle,ViktorMid,JinxBot,LeonaSupport,JayceTop,Xin ZhaoJungle,OriannaMid,ApheliosBot,NautilusSupport
0,12.03,MalphiteTop,ViegoJungle,AhriMid,JinxBot,BraumSupport,GangplankTop,Xin ZhaoJungle,VeigarMid,ApheliosBot,NautilusSupport
0,12.02,GravesTop,Lee SinJungle,OriannaMid,JinxBot,ThreshSupport,GwenTop,HecarimJungle,ZoeMid,ApheliosBot,BraumSupport
1,12.03,OrnnTop,Xin ZhaoJungle,SyndraMid,JinxBot,NautilusSupport,GragasTop,ViegoJungle,LeBlancMid,CaitlynBot,LeonaSupport
0,12.03,GwenTop,Lee SinJungle,OriannaMid,JinxBot,LeonaSupport,JaxTop,Xin ZhaoJungle,AhriMid,ApheliosBot,ThreshSupport
0,12.02,GwenTop,HecarimJungle,AkaliMid,JinxBot,MaokaiSupport,JayceTop,Xin ZhaoJungle,ViktorMid,VayneBot,NautilusSupport
0,12.03,KennenTop,PoppyJungle,SyndraMid,CaitlynBot,NautilusSupport,GwenTop,Lee SinJungle,SylasMid,JhinBot,KarmaSupport
1,12.03,JayceTop,DianaJungle,YoneMid,ZeriBot,NautilusSupport,GwenTop,Lee SinJungle,RyzeMid,ApheliosBot,Tahm KenchSupport
0,12.03,TryndamereTop,GwenJungle,RyzeMid,EzrealBot,NautilusSupport,GravesTop,DianaJungle,OriannaMid,ApheliosBot,Tahm KenchSupport
1,12.02,GravesTop,GwenJungle,RyzeMid,JhinBot,Tahm KenchSupport,JayceTop,Lee SinJungle,ViktorMid,JinxBot,ThreshSupport
0,12.02,GwenTop,Lee SinJungle,RyzeMid,ApheliosBot,NautilusSupport,GnarTop,HecarimJungle,VexMid,Kai'SaBot,RellSupport
0,12.02,GragasTop,ViegoJungle,CorkiMid,JinxBot,NautilusSupport,GravesTop,HecarimJungle,VeigarMid,ApheliosBot,ThreshSupport
1,12.03,DariusTop,DianaJungle,YasuoMid,JinxBot,Tahm KenchSupport,GwenTop,Lee SinJungle,AhriMid,ApheliosBot,RakanSupport
1,12.03,GangplankTop,Xin ZhaoJungle,VeigarMid,ZeriBot,LeonaSupport,CamilleTop,GwenJungle,SettMid,ZiggsBot,NautilusSupport
0,12.02,GwenTop,PoppyJungle,ViktorMid,JinxBot,Tahm KenchSupport,GravesTop,Lee SinJungle,AkaliMid,JhinBot,RellSupport
1,12.02,JaxTop,Xin ZhaoJungle,ViktorMid,JhinBot,Tahm KenchSupport,FioraTop,VolibearJungle,EkkoMid,DravenBot,NautilusSupport
0,12.02,RenektonTop,HecarimJungle,CorkiMid,JinxBot,ThreshSupport,GragasTop,PoppyJungle,OriannaMid,ApheliosBot,NautilusSupport
0,12.03,JayceTop,Lee SinJungle,LeBlancMid,JinxBot,Tahm KenchSupport,RumbleTop,Rek'SaiJungle,VexMid,JhinBot,YuumiSupport
1,12.03,RenektonTop,DianaJungle,RyzeMid,ApheliosBot,NautilusSupport,KarmaTop,OlafJungle,ViktorMid,JinxBot,BraumSupport
0,12.03,GragasTop,Xin ZhaoJungle,SyndraMid,EzrealBot,Tahm KenchSupport,AkaliTop,NidaleeJungle,RenektonMid,JinxBot,RakanSupport
0,12.02,AatroxTop,Lee SinJungle,RyzeMid,JinxBot,LeonaSupport,GravesTop,Xin ZhaoJungle,OriannaMid,ApheliosBot,NautilusSupport
1,12.02,GwenTop,HecarimJungle,OriannaMid,ApheliosBot,LeonaSupport,JaxTop,Lee SinJungle,CorkiMid,JinxBot,ThreshSupport
1,12.03,TryndamereTop,ViegoJungle,AkaliMid,ApheliosBot,SettSupport,GragasTop,Lee SinJungle,AzirMid,JinxBot,LeonaSupport
1,12.02,GravesTop,Xin ZhaoJungle,SyndraMid,JinxBot,NautilusSupport,GnarTop,Lee SinJungle,CorkiMid,ApheliosBot,ThreshSupport
0,12.02,KennenTop,HecarimJungle,SyndraMid,JinxBot,LeonaSupport,VladimirTop,Lee SinJungle,RyzeMid,JhinBot,Tahm KenchSupport
0,12.02,JayceTop,TrundleJungle,SylasMid,ApheliosBot,ThreshSupport,MalphiteTop,VolibearJungle,CorkiMid,JinxBot,Tahm KenchSupport
1,12.03,YoneTop,Xin ZhaoJungle,AhriMid,JhinBot,RakanSupport,SettTop,HecarimJungle,ZileanMid,ApheliosBot,ThreshSupport
0,12.02,JayceTop,Lee SinJungle,CorkiMid,ApheliosBot,ThreshSupport,GravesTop,ViegoJungle,OriannaMid,JinxBot,NautilusSupport
0,12.03,UrgotTop,ViegoJungle,AkaliMid,KalistaBot,TaricSupport,GnarTop,Lee SinJungle,RyzeMid,ApheliosBot,NautilusSupport
1,12.03,OrnnTop,GravesJungle,ViktorMid,JinxBot,ThreshSupport,AatroxTop,Lee SinJungle,AhriMid,ApheliosBot,BlitzcrankSupport
0,12.03,GravesTop,Xin ZhaoJungle,LeBlancMid,JinxBot,LeonaSupport,TryndamereTop,HecarimJungle,ViktorMid,ApheliosBot,NautilusSupport
0,12.03,GnarTop,Xin ZhaoJungle,ViktorMid,ApheliosBot,RakanSupport,JayceTop,Jarvan IVJungle,VexMid,JinxBot,GalioSupport
1,12.03,GravesTop,Lee SinJungle,RyzeMid,JinxBot,LeonaSupport,TryndamereTop,Jarvan IVJungle,LeBlancMid,ApheliosBot,Tahm KenchSupport
1,12.03,ShenTop,Jarvan IVJungle,AkaliMid,ApheliosBot,NautilusSupport,GravesTop,Lee SinJungle,RyzeMid,JinxBot,LeonaSupport
0,12.03,JayceTop,Jarvan IVJungle,GalioMid,JinxBot,ThreshSupport,CamilleTop,Lee SinJungle,RyzeMid,XayahBot,RakanSupport
1,12.03,GravesTop,VolibearJungle,OriannaMid,JinxBot,LeonaSupport,GwenTop,Jarvan IVJungle,ViktorMid,ApheliosBot,ThreshSupport
0,12.03,WukongTop,Xin ZhaoJungle,VexMid,JhinBot,KarmaSupport,JayceTop,Lee SinJungle,ViktorMid,ApheliosBot,NautilusSupport
0,12.03,RenektonTop,Lee SinJungle,AhriMid,JinxBot,NautilusSupport,AkaliTop,UdyrJungle,IreliaMid,ApheliosBot,ThreshSupport
1,12.03,FioraTop,Lee SinJungle,Twisted FateMid,JinxBot,Tahm KenchSupport,KennenTop,Jarvan IVJungle,OriannaMid,CaitlynBot,ThreshSupport
1,12.03,GravesTop,HecarimJungle,OriannaMid,ApheliosBot,NautilusSupport,JayceTop,Lee SinJungle,RyzeMid,JhinBot,LeonaSupport
0,12.03,AkaliTop,UdyrJungle,LucianMid,JinxBot,Tahm KenchSupport,RivenTop,HecarimJungle,RyzeMid,ApheliosBot,ThreshSupport
0,12.03,GwenTop,Lee SinJungle,RyzeMid,JhinBot,RakanSupport,GragasTop,Jarvan IVJungle,OriannaMid,ApheliosBot,ThreshSupport
0,12.03,RenektonTop,ViegoJungle,AhriMid,SennaBot,SionSupport,GravesTop,Xin ZhaoJungle,LeBlancMid,JinxBot,BardSupport
1,12.03,AatroxTop,QiyanaJungle,RyzeMid,JinxBot,ThreshSupport,UrgotTop,Jarvan IVJungle,OriannaMid,ApheliosBot,LeonaSupport
0,12.03,GravesTop,KaynJungle,ViktorMid,VarusBot,PykeSupport,SionTop,KarthusJungle,TryndamereMid,ApheliosBot,ThreshSupport
0,12.03,TryndamereTop,VolibearJungle,RyzeMid,JhinBot,KarmaSupport,JayceTop,Xin ZhaoJungle,VeigarMid,ApheliosBot,RakanSupport
0,12.03,JaxTop,OlafJungle,KarmaMid,CaitlynBot,LeonaSupport,GravesTop,VolibearJungle,CassiopeiaMid,JinxBot,RakanSupport
1,12.03,GravesTop,KaynJungle,AhriMid,ZeriBot,NautilusSupport,IreliaTop,VolibearJungle,SylasMid,CaitlynBot,KarmaSupport
0,12.03,GwenTop,KarthusJungle,TryndamereMid,TwitchBot,RakanSupport,JayceTop,Lee SinJungle,LeBlancMid,JinxBot,SorakaSupport
1,12.03,WukongTop,ViegoJungle,AhriMid,ApheliosBot,NautilusSupport,AatroxTop,Xin ZhaoJungle,RyzeMid,JinxBot,RakanSupport
0,12.03,GnarTop,DianaJungle,VeigarMid,EzrealBot,NautilusSupport,GangplankTop,Xin ZhaoJungle,VexMid,CaitlynBot,KarmaSupport
1,12.03,GravesTop,DianaJungle,AhriMid,ApheliosBot,Tahm KenchSupport,JaxTop,Lee SinJungle,VexMid,JinxBot,NautilusSupport
1,12.03,AatroxTop,Xin ZhaoJungle,AniviaMid,JhinBot,RellSupport,FioraTop,TrundleJungle,RyzeMid,JinxBot,GragasSupport
0,12.03,RenektonTop,Jarvan IVJungle,LeBlancMid,JinxBot,Tahm KenchSupport,KarmaTop,Xin ZhaoJungle,AhriMid,ApheliosBot,RellSupport
0,12.03,GravesTop,Jarvan IVJungle,RyzeMid,ApheliosBot,LeonaSupport,TryndamereTop,ViegoJungle,LeBlancMid,JinxBot,ThreshSupport
1,12.04,GragasTop,Xin ZhaoJungle,CorkiMid,CaitlynBot,LuxSupport,JayceTop,Jarvan IVJungle,ViktorMid,EzrealBot,KarmaSupport
1,12.04,GwenTop,Xin ZhaoJungle,RyzeMid,JhinBot,RakanSupport,GragasTop,ViegoJungle,ViktorMid,CaitlynBot,KarmaSupport
1,12.04,AkaliTop,KindredJungle,GragasMid,SennaBot,PoppySupport,GangplankTop,GwenJungle,SylasMid,JhinBot,YuumiSupport
0,12.04,AatroxTop,TrundleJungle,AhriMid,ZeriBot,YuumiSupport,GwenTop,Xin ZhaoJungle,VexMid,ApheliosBot,NautilusSupport
1,12.04,AatroxTop,UdyrJungle,ZoeMid,CaitlynBot,KarmaSupport,GragasTop,Rek'SaiJungle,ViktorMid,JhinBot,NautilusSupport
0,12.04,RenektonTop,VolibearJungle,RyzeMid,JhinBot,KarmaSupport,GravesTop,Xin ZhaoJungle,AhriMid,CaitlynBot,LuxSupport
1,12.03,JayceTop,ViegoJungle,ViktorMid,CaitlynBot,LuxSupport,MalphiteTop,Xin ZhaoJungle,AhriMid,JinxBot,NautilusSupport
0,12.03,GravesTop,Lee SinJungle,OriannaMid,TwitchBot,RakanSupport,AkshanTop,ViegoJungle,SyndraMid,JhinBot,NautilusSupport
1,12.04,RenektonTop,Xin ZhaoJungle,Twisted FateMid,JinxBot,MorganaSupport,GnarTop,GravesJungle,AkaliMid,AsheBot,LeonaSupport
1,12.03,TrundleTop,TalonJungle,AkaliMid,EzrealBot,NautilusSupport,RenektonTop,Xin ZhaoJungle,LeBlancMid,JinxBot,BraumSupport
1,12.03,GravesTop,Lee SinJungle,RyzeMid,EzrealBot,LeonaSupport,SettTop,ViegoJungle,VexMid,JinxBot,NautilusSupport
1,12.04,GwenTop,VolibearJungle,TryndamereMid,CaitlynBot,LuxSupport,CamilleTop,Jarvan IVJungle,AhriMid,ZiggsBot,RakanSupport
1,12.04,MalphiteTop,ViegoJungle,ZoeMid,CaitlynBot,BlitzcrankSupport,WukongTop,KarthusJungle,AhriMid,ApheliosBot,ThreshSupport
1,12.04,KennenTop,Jarvan IVJungle,RyzeMid,JinxBot,KarmaSupport,CamilleTop,HecarimJungle,GalioMid,ZiggsBot,SeraphineSupport
1,12.04,CamilleTop,Lee SinJungle,LeBlancMid,JinxBot,NautilusSupport,GravesTop,Xin ZhaoJungle,ViktorMid,ApheliosBot,ThreshSupport
1,12.04,GwenTop,OlafJungle,KassadinMid,VayneBot,SonaSupport,FioraTop,UdyrJungle,RyzeMid,Miss FortuneBot,KarmaSupport
1,12.04,JayceTop,Xin ZhaoJungle,CorkiMid,JhinBot,NautilusSupport,IreliaTop,KindredJungle,GragasMid,Kai'SaBot,JannaSupport
0,12.04,JayceTop,Xin ZhaoJungle,ViktorMid,JinxBot,ThreshSupport,GravesTop,HecarimJungle,XerathMid,JhinBot,KarmaSupport
0,12.03,MalphiteTop,Xin ZhaoJungle,KarmaMid,JhinBot,BraumSupport,GravesTop,Jarvan IVJungle,SylasMid,ApheliosBot,NautilusSupport
0,12.03,KennenTop,Jarvan IVJungle,CorkiMid,EzrealBot,TaricSupport,OrnnTop,VolibearJungle,ViktorMid,JinxBot,NautilusSupport
1,12.04,FioraTop,UdyrJungle,SyndraMid,DravenBot,NautilusSupport,GangplankTop,Lee SinJungle,MordekaiserMid,CaitlynBot,KarmaSupport
0,12.04,AkaliTop,Jarvan IVJungle,GragasMid,CaitlynBot,BlitzcrankSupport,OrnnTop,OlafJungle,OriannaMid,JhinBot,KarmaSupport
1,12.04,GravesTop,TrundleJungle,OriannaMid,ZeriBot,YuumiSupport,GnarTop,HecarimJungle,VexMid,Kai'SaBot,RellSupport
0,12.02,RenektonTop,NidaleeJungle,GalioMid,ApheliosBot,LeonaSupport,GragasTop,Xin ZhaoJungle,VeigarMid,ZeriBot,BraumSupport
1,12.03,JaxTop,GravesJungle,RyzeMid,JhinBot,KarmaSupport,GwenTop,Lee SinJungle,LeBlancMid,JinxBot,NautilusSupport
1,12.02,TryndamereTop,ViegoJungle,AzirMid,ApheliosBot,ThreshSupport,GwenTop,Xin ZhaoJungle,ViktorMid,JinxBot,LuluSupport
1,12.02,GwenTop,Xin ZhaoJungle,RyzeMid,EzrealBot,BraumSupport,GravesTop,VolibearJungle,Twisted FateMid,JinxBot,NautilusSupport
1,12.03,TryndamereTop,DianaJungle,BardMid,ApheliosBot,NautilusSupport,GravesTop,Lee SinJungle,SyndraMid,JhinBot,LeonaSupport
0,12.02,JayceTop,HecarimJungle,RyzeMid,JhinBot,LeonaSupport,GwenTop,Lee SinJungle,LeBlancMid,JinxBot,Tahm KenchSupport
0,12.03,JayceTop,Lee SinJungle,LeBlancMid,JinxBot,LeonaSupport,GragasTop,GravesJungle,LissandraMid,CaitlynBot,KarmaSupport
1,12.03,JayceTop,Xin ZhaoJungle,OriannaMid,ApheliosBot,Tahm KenchSupport,GravesTop,PoppyJungle,RyzeMid,JinxBot,NautilusSupport
0,12.02,RenektonTop,UdyrJungle,LeBlancMid,CaitlynBot,LuxSupport,CamilleTop,Lee SinJungle,ZoeMid,ZeriBot,KarmaSupport
1,12.02,GwenTop,HecarimJungle,ZoeMid,JinxBot,Tahm KenchSupport,KennenTop,Xin ZhaoJungle,ViktorMid,ApheliosBot,LeonaSupport
0,12.03,GravesTop,Xin ZhaoJungle,ZoeMid,ApheliosBot,NautilusSupport,UrgotTop,Lee SinJungle,RyzeMid,JinxBot,LeonaSupport
0,12.02,GwenTop,HecarimJungle,ViktorMid,JinxBot,NautilusSupport,RenektonTop,DianaJungle,YasuoMid,JhinBot,Tahm KenchSupport
1,12.03,GravesTop,Lee SinJungle,ZoeMid,ApheliosBot,NautilusSupport,AkaliTop,Xin ZhaoJungle,AhriMid,JinxBot,ThreshSupport
0,12.02,GragasTop,Xin ZhaoJungle,ViktorMid,ZeriBot,NautilusSupport,GravesTop,DianaJungle,RenektonMid,JinxBot,MaokaiSupport
0,12.02,GwenTop,VolibearJungle,Twisted FateMid,CaitlynBot,LuxSupport,GravesTop,Xin ZhaoJungle,OriannaMid,JinxBot,LeonaSupport
1,12.02,GravesTop,Lee SinJungle,AkaliMid,EzrealBot,KarmaSupport,CamilleTop,ViegoJungle,SyndraMid,JinxBot,LeonaSupport
1,12.03,TryndamereTop,DianaJungle,YasuoMid,JinxBot,RakanSupport,GwenTop,VolibearJungle,SylasMid,ApheliosBot,NautilusSupport
0,12.03,RenektonTop,DianaJungle,RyzeMid,ApheliosBot,NautilusSupport,GragasTop,VolibearJungle,ViktorMid,JinxBot,ThreshSupport
0,12.02,RenektonTop,DianaJungle,YasuoMid,JhinBot,AlistarSupport,CamilleTop,Xin ZhaoJungle,RyzeMid,JinxBot,NautilusSupport
0,12.02,GragasTop,ViegoJungle,ViktorMid,ZeriBot,LeonaSupport,GnarTop,Lee SinJungle,VexMid,DravenBot,NautilusSupport
1,12.03,SettTop,VolibearJungle,SyndraMid,ZeriBot,LeonaSupport,AatroxTop,Lee SinJungle,RyzeMid,ApheliosBot,ThreshSupport
1,12.03,RenektonTop,ViegoJungle,CorkiMid,JhinBot,KarmaSupport,GnarTop,Lee SinJungle,AkaliMid,ApheliosBot,LeonaSupport
0,12.03,GragasTop,Xin ZhaoJungle,OriannaMid,JinxBot,RakanSupport,GwenTop,Jarvan IVJungle,ViktorMid,EzrealBot,LeonaSupport
0,12.02,GwenTop,Xin ZhaoJungle,ViktorMid,ApheliosBot,NautilusSupport,KennenTop,HecarimJungle,OriannaMid,JinxBot,BraumSupport
1,12.03,JayceTop,VolibearJungle,Vel'KozMid,JinxBot,ThreshSupport,GravesTop,HecarimJungle,AkaliMid,ApheliosBot,RakanSupport
0,12.02,GwenTop,HecarimJungle,OriannaMid,ApheliosBot,LeonaSupport,GragasTop,ViegoJungle,VeigarMid,JinxBot,NautilusSupport
0,12.03,AatroxTop,VolibearJungle,Twisted FateMid,ZeriBot,NautilusSupport,CamilleTop,ViegoJungle,SylasMid,JhinBot,LeonaSupport
1,12.02,GwenTop,Xin ZhaoJungle,AkaliMid,JinxBot,LeonaSupport,GnarTop,ViegoJungle,ViktorMid,ApheliosBot,BraumSupport
1,12.03,GwenTop,VolibearJungle,Twisted FateMid,ApheliosBot,LeonaSupport,RenektonTop,Xin ZhaoJungle,LeBlancMid,JhinBot,KarmaSupport
0,12.03,TryndamereTop,HecarimJungle,VeigarMid,JinxBot,LeonaSupport,GragasTop,Lee SinJungle,ViktorMid,ApheliosBot,BraumSupport
1,12.02,GwenTop,HecarimJungle,ViktorMid,ZeriBot,LeonaSupport,GragasTop,Xin ZhaoJungle,LeBlancMid,JinxBot,NautilusSupport
1,12.03,JayceTop,VolibearJungle,LeBlancMid,ZeriBot,LeonaSupport,GnarTop,DianaJungle,IreliaMid,ApheliosBot,RakanSupport
1,12.03,GravesTop,Lee SinJungle,RyzeMid,JinxBot,LeonaSupport,TryndamereTop,Jarvan IVJungle,SyndraMid,TwitchBot,NautilusSupport
0,12.02,RenektonTop,GravesJungle,SylasMid,JhinBot,LeonaSupport,GnarTop,ViegoJungle,OriannaMid,JinxBot,NautilusSupport
1,12.03,GravesTop,Xin ZhaoJungle,ZoeMid,JinxBot,NautilusSupport,JaxTop,ViegoJungle,Twisted FateMid,ApheliosBot,ThreshSupport
0,12.03,JaxTop,Jarvan IVJungle,CassiopeiaMid,JinxBot,Tahm KenchSupport,KennenTop,Xin ZhaoJungle,RyzeMid,ApheliosBot,ThreshSupport
1,12.03,GwenTop,Xin ZhaoJungle,VeigarMid,JinxBot,ThreshSupport,GravesTop,ViegoJungle,RyzeMid,ApheliosBot,NautilusSupport
1,12.03,GwenTop,ViegoJungle,CorkiMid,JhinBot,BlitzcrankSupport,KarmaTop,GravesJungle,AhriMid,ApheliosBot,BraumSupport
0,12.03,GnarTop,Lee SinJungle,VeigarMid,ApheliosBot,LeonaSupport,GravesTop,ViegoJungle,VexMid,EzrealBot,BraumSupport
1,12.03,GravesTop,HecarimJungle,CorkiMid,JinxBot,LeonaSupport,TryndamereTop,GwenJungle,LeBlancMid,ApheliosBot,LuluSupport
0,12.03,GravesTop,Lee SinJungle,RyzeMid,JinxBot,NautilusSupport,TryndamereTop,Xin ZhaoJungle,Kog'MawMid,ApheliosBot,LeonaSupport
0,12.03,WukongTop,VolibearJungle,VexMid,JinxBot,NautilusSupport,GravesTop,Lee SinJungle,CorkiMid,ApheliosBot,ThreshSupport
0,12.03,GwenTop,Jarvan IVJungle,OriannaMid,JhinBot,KarmaSupport,RumbleTop,Lee SinJungle,ViktorMid,ApheliosBot,LeonaSupport
0,12.03,CamilleTop,DianaJungle,GalioMid,EzrealBot,RakanSupport,GravesTop,Xin ZhaoJungle,OriannaMid,JhinBot,Tahm KenchSupport
1,12.03,GravesTop,HecarimJungle,AhriMid,ApheliosBot,LeonaSupport,JayceTop,TrundleJungle,ZoeMid,LucianBot,NamiSupport
1,12.03,GwenTop,TrundleJungle,OriannaMid,JinxBot,NautilusSupport,TryndamereTop,VolibearJungle,RyzeMid,JhinBot,LeonaSupport
1,12.03,CamilleTop,DianaJungle,Twisted FateMid,JinxBot,PykeSupport,JayceTop,VolibearJungle,RyzeMid,ApheliosBot,LeonaSupport
0,12.03,GravesTop,HecarimJungle,OriannaMid,JinxBot,NautilusSupport,JayceTop,Xin ZhaoJungle,CorkiMid,ApheliosBot,LeonaSupport
0,12.03,JayceTop,HecarimJungle,ViktorMid,JinxBot,NautilusSupport,GravesTop,TrundleJungle,ZoeMid,ApheliosBot,ThreshSupport
0,12.03,GnarTop,Xin ZhaoJungle,ZileanMid,ApheliosBot,LeonaSupport,JayceTop,TrundleJungle,CorkiMid,JinxBot,ThreshSupport
0,12.03,MalphiteTop,Jarvan IVJungle,VexMid,JinxBot,ThreshSupport,GravesTop,VolibearJungle,RyzeMid,CaitlynBot,LuxSupport
1,12.03,LuluTop,UdyrJungle,OriannaMid,JinxBot,NautilusSupport,CamilleTop,HecarimJungle,AhriMid,ApheliosBot,ThreshSupport
1,12.03,GravesTop,VolibearJungle,VeigarMid,JinxBot,NautilusSupport,GnarTop,Xin ZhaoJungle,CorkiMid,JhinBot,LeonaSupport
0,12.03,LuluTop,Xin ZhaoJungle,SorakaMid,JinxBot,NautilusSupport,GnarTop,HecarimJungle,SeraphineMid,EzrealBot,KarmaSupport
1,12.03,GnarTop,TrundleJungle,AkaliMid,ZeriBot,LeonaSupport,GravesTop,UdyrJungle,AzirMid,JinxBot,ThreshSupport
0,12.03,GravesTop,UdyrJungle,OriannaMid,ZeriBot,YuumiSupport,IreliaTop,Lee SinJungle,CorkiMid,SennaBot,Tahm KenchSupport
1,12.03,CamilleTop,HecarimJungle,RyzeMid,SivirBot,KarmaSupport,GnarTop,Xin ZhaoJungle,CorkiMid,JinxBot,ThreshSupport
0,12.02,AatroxTop,Xin ZhaoJungle,LissandraMid,JinxBot,Tahm KenchSupport,TryndamereTop,HecarimJungle,LeBlancMid,SamiraBot,RakanSupport
0,12.03,GwenTop,GravesJungle,VeigarMid,CaitlynBot,LuxSupport,JayceTop,Xin ZhaoJungle,AhriMid,EzrealBot,KarmaSupport
0,12.02,OrnnTop,GwenJungle,AkshanMid,ApheliosBot,BraumSupport,AatroxTop,Xin ZhaoJungle,ViktorMid,Kai'SaBot,NautilusSupport
0,12.02,RenektonTop,NidaleeJungle,TryndamereMid,ApheliosBot,NautilusSupport,GragasTop,Lee SinJungle,CorkiMid,JinxBot,Tahm KenchSupport
0,12.03,GravesTop,Jarvan IVJungle,OriannaMid,JinxBot,ThreshSupport,TryndamereTop,Xin ZhaoJungle,AhriMid,EzrealBot,RakanSupport
1,12.02,SionTop,Xin ZhaoJungle,CorkiMid,ApheliosBot,ThreshSupport,GragasTop,HecarimJungle,VeigarMid,JinxBot,BlitzcrankSupport
1,12.02,GwenTop,OlafJungle,RyzeMid,ApheliosBot,NautilusSupport,JaxTop,Xin ZhaoJungle,OriannaMid,JinxBot,LeonaSupport
1,12.03,GravesTop,Lee SinJungle,LeBlancMid,JinxBot,RakanSupport,TryndamereTop,Xin ZhaoJungle,VexMid,JhinBot,YuumiSupport
1,12.03,GnarTop,VolibearJungle,SyndraMid,JinxBot,LeonaSupport,GravesTop,HecarimJungle,VexMid,JhinBot,ThreshSupport
0,12.03,GwenTop,HecarimJungle,OriannaMid,XayahBot,RakanSupport,TryndamereTop,ZedJungle,AhriMid,JinxBot,NautilusSupport
1,12.02,GnarTop,Xin ZhaoJungle,CorkiMid,JinxBot,NautilusSupport,GragasTop,Lee SinJungle,VexMid,CaitlynBot,BraumSupport
1,12.03,GwenTop,Lee SinJungle,MalzaharMid,JinxBot,Tahm KenchSupport,GravesTop,ViegoJungle,LeBlancMid,KalistaBot,Jarvan IVSupport
1,12.02,TryndamereTop,Lee SinJungle,AkaliMid,JhinBot,LeonaSupport,GravesTop,ViegoJungle,RyzeMid,JinxBot,NautilusSupport
1,12.02,CamilleTop,HecarimJungle,RyzeMid,ApheliosBot,NautilusSupport,FioraTop,Lee SinJungle,AkaliMid,JinxBot,Tahm KenchSupport
1,12.03,GwenTop,PoppyJungle,VeigarMid,ZeriBot,LeonaSupport,GnarTop,HecarimJungle,RyzeMid,JhinBot,NautilusSupport
1,12.03,AkaliTop,Xin ZhaoJungle,OriannaMid,ApheliosBot,LuluSupport,GwenTop,Lee SinJungle,RyzeMid,JinxBot,Tahm KenchSupport
1,12.02,GravesTop,Lee SinJungle,RyzeMid,JinxBot,AlistarSupport,CamilleTop,HecarimJungle,OriannaMid,ZeriBot,LeonaSupport
1,12.03,GangplankTop,DianaJungle,IreliaMid,ApheliosBot,LeonaSupport,RenektonTop,Xin ZhaoJungle,ViktorMid,JinxBot,Tahm KenchSupport
1,12.03,LuluTop,Xin ZhaoJungle,SylasMid,JinxBot,Tahm KenchSupport,GwenTop,VolibearJungle,VeigarMid,ApheliosBot,NautilusSupport
1,12.02,GwenTop,Xin ZhaoJungle,ViktorMid,ApheliosBot,BlitzcrankSupport,JayceTop,Lee SinJungle,CorkiMid,JinxBot,ThreshSupport
0,12.03,JayceTop,HecarimJungle,RyzeMid,JinxBot,LeonaSupport,GragasTop,Xin ZhaoJungle,AhriMid,ApheliosBot,ThreshSupport
1,12.03,JayceTop,Lee SinJungle,ZoeMid,JinxBot,NautilusSupport,GravesTop,DianaJungle,OriannaMid,ApheliosBot,Tahm KenchSupport
1,12.02,GwenTop,ViegoJungle,VeigarMid,ApheliosBot,NautilusSupport,GravesTop,Lee SinJungle,VladimirMid,JhinBot,LeonaSupport
0,12.02,RenektonTop,NidaleeJungle,TristanaMid,ApheliosBot,NautilusSupport,GwenTop,PoppyJungle,CorkiMid,JinxBot,ThreshSupport
1,12.03,JayceTop,Lee SinJungle,RyzeMid,ApheliosBot,ThreshSupport,GwenTop,ViegoJungle,OriannaMid,JhinBot,LeonaSupport
0,12.03,BardTop,Lee SinJungle,RyzeMid,ApheliosBot,NautilusSupport,JayceTop,VolibearJungle,ViktorMid,JinxBot,ThreshSupport
0,12.02,CamilleTop,Lee SinJungle,LeBlancMid,JinxBot,LeonaSupport,GravesTop,HecarimJungle,VeigarMid,ApheliosBot,NautilusSupport
